CatalogNumber,Country,NearestPlace,Locality,Material,Function,Period,CDLI,OriginalNumber,Date,Genre,Lines,PrimaryPublication,Transliteration,ImageURIs
BC.025398,Iraq,Babylon,Alu $a Nabu $umu li$ir,clay,tablet,Early Achaemenid,P311764,YBC 11603,DAR1.AC.20.02.11?,archival,"obv8, LoE1, rev9, UE2, LeE1",unpublished,Tattannu archive (?); legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601641/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601642/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601643/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601644/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601645/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601646/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601647/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601648/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601649/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601650/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601651/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601652/format/3
BC.025402,,,,clay,tablet,Late Achaemenid,P311768,YBC 11607,DAR.AC.08.05.17,archival,"obv11, rev7","Stolper, AMI 23, 1990, 163-69 (C, T, Tr, drawings of seals)",Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601653/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601654/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601655/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601656/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601657/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601658/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601659/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601660/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601661/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601662/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601663/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601664/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601665/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601666/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601667/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601668/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601669/format/3
BC.025406,Iraq,Babylon,,clay,tablet,Early Achaemenid,P311772,YBC 11611,XER.AC.15.07.28,archival,"obv10, rev10","Jursa & Stolper 2007, Fst. Hunger, p. 245-47 (T, Tr), 277 (C)",Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601670/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601671/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601672/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601673/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601674/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601675/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601676/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601677/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601678/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601679/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601680/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601681/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601682/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601683/format/3
BC.025409,,,,clay,tablet,Early Achaemenid,P311775,YBC 11614,xx.AC.xx.xx.xx,archival,"obv9, LoE1, rev7",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601684/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601685/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601686/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601687/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601688/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601689/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601690/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601691/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601692/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601693/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601694/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601695/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601696/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601697/format/3
BC.025411,,,,clay,tablet,Early Achaemenid,P311777,YBC 11616,xx.AC.xx.xx.xx,archival,"obv10, LoE1, rev7",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601698/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601699/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601700/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601701/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601702/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601703/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601704/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601705/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601706/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601707/format/3
BC.025417,Iraq,Borsippa (Birs Nimrud),Harru $a Arad Ea,clay,tablet,Early Achaemenid,P311783,YBC 11622,DAR1.AC.15.06.10,archival,"obv9, LoE1, rev7",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601708/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601709/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601710/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601711/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601712/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601713/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601714/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601715/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601716/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601717/format/3
BC.025421,Iraq,Borsippa (Birs Nimrud),Harru $a Arad Ea,clay,tablet,Early Achaemenid,P311787,YBC 11626,DAR1.AC.16.06.xx,archival,"obv8, LoE1, rev7",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601718/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601719/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601720/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601721/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601722/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601723/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601724/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601725/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601726/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601727/format/3
BC.025422,Iraq,Borsippa (Birs Nimrud),Harru $a Arad Ea,clay,tablet,Early Achaemenid,P311788,YBC 11627,DAR1.AC.16.06.xx?,archival,"obv8, LoE2, rev8",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601728/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601729/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601730/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601731/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601732/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601733/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601734/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601735/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601736/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601737/format/3
BC.025424,Iraq,Babylon,Nabatu,clay,tablet,Late Achaemenid,P311790,YBC 11629,ART.AC.29.13.18,archival,"obv13, LoE3, rev7","Stolper, AMI 23, 1990, 172-75 (C, T, Tr)",Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601738/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601739/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601740/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601741/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601742/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601743/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601744/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601745/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601746/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601747/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601748/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601749/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601750/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601751/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601752/format/3
BC.025427,Iraq,Uruk (Warka)?,,clay,tablet,Late Achaemenid,P311793,YBC 11632,xx.AC.xx.10.05,archival,"obv10, rev13",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601753/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601754/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601755/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601756/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601757/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601758/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601759/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601760/format/3
BC.025430,Iraq,Borsippa (Birs Nimrud),Harru $a Arad Ea,clay,tablet,Early Achaemenid,P311796,YBC 11635,DAR1.AC.19.06.27,archival,"obv8, LoE1, rev9",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601761/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601762/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601763/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601764/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601765/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601766/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601767/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601768/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601769/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601770/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601771/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601772/format/3
BC.025431,Iraq,Borsippa (Birs Nimrud),Harru $a Arad Ea,clay,tablet,Early Achaemenid,P311797,YBC 11636,DAR1.AC.21.07.20,archival,"obv8, LoE2, rev7",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601773/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601774/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601775/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601776/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601777/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601778/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601779/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601780/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601781/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601782/format/3
BC.025432,Iraq,Borsippa (Birs Nimrud),Harru $a Arad Ea,clay,tablet,Early Achaemenid,P311798,YBC 11637,DAR1.AC.21.07.20,archival,"obv8, LoE1, rev8, UE1",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601783/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601784/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601785/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601786/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601787/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601788/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601789/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601790/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601791/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601792/format/3
BC.025433,Iraq,Borsippa (Birs Nimrud),Harru $a Arad Ea,clay,tablet,Early Achaemenid,P311799,YBC 11638,DAR1.AC.21.xx.20,archival,"obv9, LoE1, rev9",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601793/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601794/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601795/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601796/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601797/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601798/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601799/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601800/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601801/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601802/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601803/format/3
BC.025434,Iraq,Borsippa (Birs Nimrud),Kar Ta$metu,clay,tablet,Early Achaemenid,P311800,YBC 11639,DAR1.AC.20.06.xx?,archival,"obv8, LoE1, rev10, UE1, obv1, LeE2",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601804/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601805/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601806/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601807/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601808/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601809/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601810/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601811/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601812/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601813/format/3
BC.025435,,,,clay,tablet,Early Achaemenid,P311801,YBC 11640,DAR1.AC.20.06.22?,archival,"obv8, rev8, UE1",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601814/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601815/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601816/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601817/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601818/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601819/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601820/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601821/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601822/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601823/format/3
BC.025436,Iraq,Nippur (Nuffar),Bit Haddiya,clay,tablet,Early Achaemenid,P311802,YBC 11641,DAR1.AC.23.05.26,archival,"obv6, LoE1, rev8, UE1",unpublished,Tattannu archive; legal transaction,http://deliver.odai.yale.edu/content/repository/YPM/id/601824/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601825/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601826/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601827/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601828/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601829/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601830/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601831/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601832/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601833/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601834/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601835/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601836/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601837/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601838/format/3 http://deliver.odai.yale.edu/content/repository/YPM/id/601839/format/3
